,Title,Wage min,Wage max,Currency,Link,Source
678,Marketing analyst,0,0,0,https://nn.hh.ru/vacancy/77090847?from=vacancy_search_list&query=Data,hh
679,"General Manager of the Hardware Office (data networks, IP telephony, video conferencing hardware)",0,0,0,https://nn.hh.ru/vacancy/77185385?from=vacancy_search_list&query=Data,hh
680,Аналитик данных,0,0,0,https://nn.hh.ru/vacancy/76920748?from=vacancy_search_list&query=Data,hh
681,"Security GRC (Governance, Risk, Compliance)/ Специалист по информационной безопасности",0,4500,EUR,https://nn.hh.ru/vacancy/76242618?from=vacancy_search_list&query=Data,hh
682,Аналитик хранилища данных и отчетности (DWH/ BI),0,0,0,https://nn.hh.ru/vacancy/75579112?from=vacancy_search_list&query=Data,hh
683,Support TeamLead,0,0,0,https://nn.hh.ru/vacancy/76454331?from=vacancy_search_list&query=Data,hh
684,Аналитик технической поддержки BI-системы,0,0,0,https://nn.hh.ru/vacancy/75576564?from=vacancy_search_list&query=Data,hh
685,Администратор платформы больших данных (Big Data Administrator),0,0,0,https://nn.hh.ru/vacancy/70468120?from=vacancy_search_list&query=Data,hh
686,Web-аналитик в продуктовой IT-компании,90000,150000,руб.,https://nn.hh.ru/vacancy/74143696?from=vacancy_search_list&query=Data,hh
687,Преподаватель – бизнес-аналитик,0,250000,руб.,https://nn.hh.ru/vacancy/76484494?from=vacancy_search_list&query=Data,hh
688,Инвестиционный аналитик Defi (Remote),0,0,0,https://nn.hh.ru/vacancy/77164560?from=vacancy_search_list&query=Data,hh
689,Менеджер по продажам цифровых и IT-продуктов (M2M),150000,0,руб.,https://nn.hh.ru/vacancy/72785991?from=vacancy_search_list&query=Data,hh
690,Аналитик/Ведущий аналитик DWH,0,0,0,https://nn.hh.ru/vacancy/77208628?from=vacancy_search_list&query=Data,hh
691,QA Lead,0,0,0,https://nn.hh.ru/vacancy/77092803?from=vacancy_search_list&query=Data,hh
692,Data Engineer (Scala/Java),0,0,0,https://nn.hh.ru/vacancy/77064440?from=vacancy_search_list&query=Data,hh
693,Senior Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76468311?from=vacancy_search_list&query=Data,hh
694,Техлид / Tech Lead BigData,0,0,0,https://nn.hh.ru/vacancy/76382357?from=vacancy_search_list&query=Data,hh
695,Presales manager/SDR/Менеджер по развитию B2B,0,0,0,https://nn.hh.ru/vacancy/76325692?from=vacancy_search_list&query=Data,hh
696,Аналитик в розничную команду данных,0,0,0,https://nn.hh.ru/vacancy/77146249?from=vacancy_search_list&query=Data,hh
697,Системный аналитик DWH,0,0,0,https://nn.hh.ru/vacancy/76888774?from=vacancy_search_list&query=Data,hh
698,Системный аналитик (Решения для моделирования),0,0,0,https://nn.hh.ru/vacancy/74332562?from=vacancy_search_list&query=Data,hh
699,Web-аналитик,0,90000,руб.,https://nn.hh.ru/vacancy/76986660?from=vacancy_search_list&query=Data,hh
700,Influencer Marketing Manager,0,0,0,https://nn.hh.ru/vacancy/76000065?from=vacancy_search_list&query=Data,hh
701,Media Planner,0,0,0,https://nn.hh.ru/vacancy/76966105?from=vacancy_search_list&query=Data,hh
702,DevOPS / SRE Engineer,4500,6000,USD,https://nn.hh.ru/vacancy/76080449?from=vacancy_search_list&query=Data,hh
703,Senior Data Analyst/Аналитик данных (аналитика соцмедиа),0,0,0,https://nn.hh.ru/vacancy/76954260?from=vacancy_search_list&query=Data,hh
704,Разработчик хранилища данных,0,0,0,https://nn.hh.ru/vacancy/76769564?from=vacancy_search_list&query=Data,hh
705,Администратор баз данных Oracle,200000,0,руб.,https://nn.hh.ru/vacancy/77123476?from=vacancy_search_list&query=Data,hh
706,Разработчик виртуальной сети в Yandex Cloud (CloudGate),0,0,0,https://nn.hh.ru/vacancy/75923109?from=vacancy_search_list&query=Data,hh
707,Digital media planner / Эксперт по планированию в digital,0,0,0,https://nn.hh.ru/vacancy/76972780?from=vacancy_search_list&query=Data,hh
708,DBA в Managed Services (Big Data),0,0,0,https://nn.hh.ru/vacancy/72671062?from=vacancy_search_list&query=Data,hh
709,Разработчик ETL\DWH [id9725],0,0,0,https://nn.hh.ru/vacancy/77126555?from=vacancy_search_list&query=Data,hh
710,Аналитик данных (HR-аналитика),0,0,0,https://nn.hh.ru/vacancy/76335766?from=vacancy_search_list&query=Data,hh
711,Бизнес-аналитик в отчетность DWH,0,0,0,https://nn.hh.ru/vacancy/77080585?from=vacancy_search_list&query=Data,hh
712,Product owner маркетинговой\CJM платформы,0,0,0,https://nn.hh.ru/vacancy/76651725?from=vacancy_search_list&query=Data,hh
713,Разработчик виртуальной сети в Yandex Cloud (CloudGate),0,0,0,https://nn.hh.ru/vacancy/75923106?from=vacancy_search_list&query=Data,hh
714,System Administrators Team Lead (remote),2000,3000,USD,https://nn.hh.ru/vacancy/77074976?from=vacancy_search_list&query=Data,hh
715,Специалист по нейронным сетям,0,0,0,https://nn.hh.ru/vacancy/77133259?from=vacancy_search_list&query=Data,hh
716,Руководитель отдела дата разработки,0,0,0,https://nn.hh.ru/vacancy/71673341?from=vacancy_search_list&query=Data,hh
717,Ведущий Back-end разработчик,100000,0,руб.,https://nn.hh.ru/vacancy/76611758?from=vacancy_search_list&query=Data,hh
718,Аналитик BI (отчетность DWH),0,0,0,https://nn.hh.ru/vacancy/70364732?from=vacancy_search_list&query=Data,hh
719,Lead Performance Marketing,0,0,0,https://nn.hh.ru/vacancy/76444381?from=vacancy_search_list&query=Data,hh
720,Data Scientist / Machine Learning Engineer,0,0,0,https://nn.hh.ru/vacancy/75881375?from=vacancy_search_list&query=Data,hh
721,C++ Senior Software Developer (Cyprus),0,0,0,https://nn.hh.ru/vacancy/76709344?from=vacancy_search_list&query=Data,hh
722,Ad Monetization Manager,0,0,0,https://nn.hh.ru/vacancy/76820757?from=vacancy_search_list&query=Data,hh
723,Financial Manager (Modelling),0,0,0,https://nn.hh.ru/vacancy/76976400?from=vacancy_search_list&query=Data,hh
724,User acquisition manager,0,0,0,https://nn.hh.ru/vacancy/77211437?from=vacancy_search_list&query=Data,hh
725,Старший аналитик,0,0,0,https://nn.hh.ru/vacancy/77030045?from=vacancy_search_list&query=Data,hh
726,Web analyst,0,0,0,https://nn.hh.ru/vacancy/70679724?from=vacancy_search_list&query=Data,hh
727,Менеджер по продажам (IT продукт - DaaS),100000,250000,руб.,https://nn.hh.ru/vacancy/76553709?from=vacancy_search_list&query=Data,hh
728,Аналитик - математик,0,0,0,https://nn.hh.ru/vacancy/77056705?from=vacancy_search_list&query=Data,hh
729,Разработчик виртуальной сети в Yandex Cloud (CloudGate),0,0,0,https://nn.hh.ru/vacancy/75923111?from=vacancy_search_list&query=Data,hh
730,Разработчик Hadoop Big Data (стрим Витрины ПИК),0,0,0,https://nn.hh.ru/vacancy/76671458?from=vacancy_search_list&query=Data,hh
731,Старший менеджер по развитию корпоративных решений и сервисов (Product Owner - Voice),200000,0,руб.,https://nn.hh.ru/vacancy/72014743?from=vacancy_search_list&query=Data,hh
732,Специалист по нейронным сетям,0,0,0,https://nn.hh.ru/vacancy/77133262?from=vacancy_search_list&query=Data,hh
733,Finance Manager (Remote),2000,0,USD,https://nn.hh.ru/vacancy/77072788?from=vacancy_search_list&query=Data,hh
734,Client Side Developer,3000,5000,USD,https://nn.hh.ru/vacancy/77123715?from=vacancy_search_list&query=Data,hh
735,Инженер HADOOP,0,0,0,https://nn.hh.ru/vacancy/70740546?from=vacancy_search_list&query=Data,hh
736,Marketing analyst,0,0,0,https://nn.hh.ru/vacancy/77090849?from=vacancy_search_list&query=Data,hh
737,Аналитик CRM,0,0,0,https://nn.hh.ru/vacancy/77062525?from=vacancy_search_list&query=Data,hh
738,Старший менеджер интеграционных проектов в государственном сегменте,0,0,0,https://nn.hh.ru/vacancy/77124418?from=vacancy_search_list&query=Data,hh
739,Инженер HADOOP,0,0,0,https://nn.hh.ru/vacancy/70740547?from=vacancy_search_list&query=Data,hh
740,Senior Product Data Analyst / Ведущий продуктовый аналитик,0,0,0,https://nn.hh.ru/vacancy/75902289?from=vacancy_search_list&query=Data,hh
741,Администратор Oracle,0,0,0,https://nn.hh.ru/vacancy/76020331?from=vacancy_search_list&query=Data,hh
742,Team Lead Data Platform,0,0,0,https://nn.hh.ru/vacancy/71265000?from=vacancy_search_list&query=Data,hh
743,Systems Analyst,0,0,0,https://nn.hh.ru/vacancy/77084812?from=vacancy_search_list&query=Data,hh
744,Консультант/Администратор баз данных,0,0,0,https://nn.hh.ru/vacancy/76713404?from=vacancy_search_list&query=Data,hh
745,DevOps инженер,0,0,0,https://nn.hh.ru/vacancy/76870753?from=vacancy_search_list&query=Data,hh
746,Junior SOC Engineer (L1),0,0,0,https://nn.hh.ru/vacancy/75955758?from=vacancy_search_list&query=Data,hh
747,"Javascript-разработчик (TypeScript, WebRTC)",170000,200000,руб.,https://nn.hh.ru/vacancy/76659813?from=vacancy_search_list&query=Data,hh
748,Разработчик Hadoop Big Data (стрим Витрины ПИК),0,0,0,https://nn.hh.ru/vacancy/76402212?from=vacancy_search_list&query=Data,hh
749,Менеджер по развитию и продажам цифровых и IT-продуктов,100000,0,руб.,https://nn.hh.ru/vacancy/76532902?from=vacancy_search_list&query=Data,hh
750,Аналитик,0,0,0,https://nn.hh.ru/vacancy/76952734?from=vacancy_search_list&query=Data,hh
751,Менеджер проектов / Интернет-маркетолог (удаленная работа),60000,90000,руб.,https://nn.hh.ru/vacancy/76823744?from=vacancy_search_list&query=Data,hh
752,Junior Java Developer,0,140000,руб.,https://nn.hh.ru/vacancy/75726328?from=vacancy_search_list&query=Data,hh
753,"Системный аналитик (DWH/BI, DG/DQ)",0,0,0,https://nn.hh.ru/vacancy/76038530?from=vacancy_search_list&query=Data,hh
754,"DSP/ISP Researcher Scientist, Armenia",0,0,0,https://nn.hh.ru/vacancy/75917593?from=vacancy_search_list&query=Data,hh
755,Администратор баз данных Oracle,200000,0,руб.,https://nn.hh.ru/vacancy/77123476?from=vacancy_search_list&query=Data,hh
756,DevOps Engineer (to Cyprus),0,0,0,https://nn.hh.ru/vacancy/67043576?from=vacancy_search_list&query=Data,hh
757,Разработчик на С под Linux (Data Plane),0,0,0,https://nn.hh.ru/vacancy/51000391?from=vacancy_search_list&query=Data,hh
758,Руководитель по управлению клиентской базой бизнес-сегмента,0,0,0,https://nn.hh.ru/vacancy/76073187?from=vacancy_search_list&query=Data,hh
759,"Content Auditor (English, Контент-менеджер/аналитик)",800,1000,бел.руб.,https://nn.hh.ru/vacancy/76926062?from=vacancy_search_list&query=Data,hh
760,Senior Research Manager/Старший менеджер по медиа исследованиям,0,0,0,https://nn.hh.ru/vacancy/76828203?from=vacancy_search_list&query=Data,hh
761,Разработчик SQL,0,0,0,https://nn.hh.ru/vacancy/77113637?from=vacancy_search_list&query=Data,hh
762,Аналитик данных,0,0,0,https://nn.hh.ru/vacancy/72050409?from=vacancy_search_list&query=Data,hh
763,Аналитик/Ведущий аналитик DWH,0,0,0,https://nn.hh.ru/vacancy/77208557?from=vacancy_search_list&query=Data,hh
764,Scala / Java Developer,100000,0,руб.,https://nn.hh.ru/vacancy/76384041?from=vacancy_search_list&query=Data,hh
765,IT Project Manager (Data/Applications Migration Projects),0,0,0,https://nn.hh.ru/vacancy/77147503?from=vacancy_search_list&query=Data,hh
766,Разработчик КХД / Главный специалист ETL,0,0,0,https://nn.hh.ru/vacancy/77146990?from=vacancy_search_list&query=Data,hh
767,Главный аналитик Machine Learning (Python/SAS),0,0,0,https://nn.hh.ru/vacancy/77134058?from=vacancy_search_list&query=Data,hh
768,Head of Product,0,0,0,https://nn.hh.ru/vacancy/76834801?from=vacancy_search_list&query=Data,hh
769,Senior продуктовый аналитик в команду отелей сервиса путешествий,0,0,0,https://nn.hh.ru/vacancy/76924476?from=vacancy_search_list&query=Data,hh
770,Менеджер по интеграциям,70000,130000,руб.,https://nn.hh.ru/vacancy/76089189?from=vacancy_search_list&query=Data,hh
771,DevOPS / SRE Engineer,0,5000,USD,https://nn.hh.ru/vacancy/76801149?from=vacancy_search_list&query=Data,hh
772,Системный администратор Hadoop,0,0,0,https://nn.hh.ru/vacancy/75750408?from=vacancy_search_list&query=Data,hh
773,Менеджер по инвестиционному маркетингу,0,0,0,https://nn.hh.ru/vacancy/75942091?from=vacancy_search_list&query=Data,hh
774,Senior Information Security Officer (to Cyprus),0,0,0,https://nn.hh.ru/vacancy/76737055?from=vacancy_search_list&query=Data,hh
775,CMO (content marketing),0,0,0,https://nn.hh.ru/vacancy/77206755?from=vacancy_search_list&query=Data,hh
776,Бизнес-аналитик в отдел управленческой отчетности (Финансовый департамент),0,0,0,https://nn.hh.ru/vacancy/71494399?from=vacancy_search_list&query=Data,hh
777,BI Analyst,0,0,0,https://nn.hh.ru/vacancy/77216003?from=vacancy_search_list&query=Data,hh
778,Quant / Data Scientist (Руководитель направления Управление рисками),0,0,0,https://nn.hh.ru/vacancy/72740316?from=vacancy_search_list&query=Data,hh
779,Системный аналитик (проект СПАРК-Интерфакс),0,0,0,https://nn.hh.ru/vacancy/76415530?from=vacancy_search_list&query=Data,hh
780,"Разработчик Hadoop (Scala, Spark)",0,0,0,https://nn.hh.ru/vacancy/77120323?from=vacancy_search_list&query=Data,hh
781,Lead generation specialist / Sales Development Representative,0,0,0,https://nn.hh.ru/vacancy/77036639?from=vacancy_search_list&query=Data,hh
782,"Content Auditor (English, Контент-менеджер/аналитик)",800,1000,бел.руб.,https://nn.hh.ru/vacancy/76926114?from=vacancy_search_list&query=Data,hh
783,Главный специалист-эксперт/аналитик,40000,50000,руб.,https://nn.hh.ru/vacancy/72683790?from=vacancy_search_list&query=Data,hh
784,Системный аналитик DWH,0,0,0,https://nn.hh.ru/vacancy/67854344?from=vacancy_search_list&query=Data,hh
785,"Разработчик интеграционных систем (Kafka, Rabbit)",0,0,0,https://nn.hh.ru/vacancy/76958117?from=vacancy_search_list&query=Data,hh
786,Strategic Planning Manager,0,0,0,https://nn.hh.ru/vacancy/77135420?from=vacancy_search_list&query=Data,hh
787,Специалист по контекстной рекламе,0,0,0,https://nn.hh.ru/vacancy/75632777?from=vacancy_search_list&query=Data,hh
788,Devops Lead,0,0,0,https://nn.hh.ru/vacancy/76346386?from=vacancy_search_list&query=Data,hh
789,Руководитель направления (Product Lead - DATA),0,0,0,https://nn.hh.ru/vacancy/75918024?from=vacancy_search_list&query=Data,hh
790,Product Owner,0,150000,руб.,https://nn.hh.ru/vacancy/76698904?from=vacancy_search_list&query=Data,hh
791,Разработчик,0,0,0,https://nn.hh.ru/vacancy/77124841?from=vacancy_search_list&query=Data,hh
792,Разработчик Python (ETL),0,0,0,https://nn.hh.ru/vacancy/77077906?from=vacancy_search_list&query=Data,hh
793,Delivery Manager,0,0,0,https://nn.hh.ru/vacancy/77090976?from=vacancy_search_list&query=Data,hh
794,Data engineer / Разработчик DWH / ETL developer,0,0,0,https://nn.hh.ru/vacancy/72673144?from=vacancy_search_list&query=Data,hh
795,Team Lead (Применение моделей),0,0,0,https://nn.hh.ru/vacancy/76350205?from=vacancy_search_list&query=Data,hh
796,QA Engineer,0,0,0,https://nn.hh.ru/vacancy/76383959?from=vacancy_search_list&query=Data,hh
797,"Team lead, ML направление",0,0,0,https://nn.hh.ru/vacancy/76942629?from=vacancy_search_list&query=Data,hh
798,Разработчик ETL Framework,0,0,0,https://nn.hh.ru/vacancy/77093570?from=vacancy_search_list&query=Data,hh
799,Ведущий веб-аналитик,0,0,0,https://nn.hh.ru/vacancy/73237947?from=vacancy_search_list&query=Data,hh
